,adress,house_type,biarea_msq,sold_price_kr,date_sold,price_diff_%,agent,size_msq,rooms,omrade,kommun,utgangspris_kr
1726,Dösebacka 620,Villa,          76         ,3295000,2019-09-16,0,Svensk Fastighetsförmedling,91,5,Romelanda,Kungälv,3300000
1727,Tuppekullegatan 27,Villa,          77         ,2700000,2019-09-16,-4,Hus & Hem,115,5,Torsred,Trollhättan,2800000
1728,Flustervägen 4,Villa,,2000000,2019-09-16,11,ERA,126,4,Göta,Lilla Edet,1800000
1729,Krontofta 214,Villa,          80         ,1900000,2019-09-15,-3,Fastighetsbyrån,80,4,Stenungsund,Stenungsund,1950000
1730,Torpgatan 83,Villa,,2425000,2019-09-15,-3,Fastighetsbyrån,119,4,Lysekil,Lysekil,2500000
1731,Spolargatan 7,Villa,          130         ,2700000,2019-09-15,18,Svensk Fastighetsförmedling,130,6,Brämhult,Borås,2300000
1732,Sädesvägen 3,Villa,          105         ,2900000,2019-09-15,1,Mäklarhuset,110,7,Skepplanda,Ale,2875000
1733,Högås Sund 133,Villa,          20         ,3500000,2019-09-15,0,Mäklarhuset,109,5,Sundsandvik,Uddevalla,3500000
1734,Solsätersvägen 9,Villa,          126         ,1810000,2019-09-14,7,Fastighetsbyrån,126,6,Berghem,Mark,1700000
1735,Annelundsvägen 16,Villa,          34         ,2780000,2019-09-14,18,Länsförsäkringar Fastighetsförmedling,91,4,Dammen,Alingsås,2350000
1736,Saxofongatan 1,Villa,,2025000,2019-09-13,7,Fastighetsbyrån,141,6,Häggetorp,Tibro,1900000
1737,Lingonvägen 1,Villa,          112         ,2160000,2019-09-13,0,Fastighetsbyrån,112,6,Tanumshede,Tanum,2150000
1738,Sparlösa Prästgården 1,Villa,          130         ,3550000,2019-09-13,8,Fastighetsbyrån,185,8,St Levene,Vara,3275000
1739,Stenkyrkovägen 24,Villa,          28         ,2850000,2019-09-13,-5,Fastighetsbyrån,120,5,Kållekärr,Tjörn,3000000
1740,Skogsvägen 46,Villa,,2125000,2019-09-13,7,Fastighetsbyrån,164,5,Vargön,Vänersborg,1975000
1741,Skolvägen 6B,Villa,          21         ,2275000,2019-09-13,14,Länsförsäkringar Fastighetsförmedling,102,4,Sandared,Borås,2000000
1742,Movägen 9,Villa,          60         ,1900000,2019-09-13,-3,Svensk Fastighetsförmedling,145,6,Berghem,Mark,1950000
1743,Främmestad Huken 201,Villa,          42         ,2500000,2019-09-13,25,Fastighetsbyrån,137,5,Trollhättan,Trollhättan,2000000
1744,Korsberga Hamrumsvägen 6,Villa,          19         ,1800000,2019-09-13,6,SkandiaMäklarna,158,6,Korsberga,Hjo,1700000
1745,Grändgatan 7B,Villa,          38         ,3100000,2019-09-13,7,SkandiaMäklarna,180,6,Brämhult,Borås,2900000
1746,Stenhammar Fridslund 1,Villa,          5         ,2830000,2019-09-13,38,Svensk Fastighetsförmedling,144,5,Lidköping,Lidköping,2050000
1747,Klockarvägen 19,Villa,          78         ,3000000,2019-09-13,56,Länsförsäkringar Fastighetsförmedling,130,6,Mariesjö,Skövde,1925000
1748,Vilhelm Hansengatan 2,Villa,          20         ,2525000,2019-09-13,41,Mäklarhuset,75,4,Egna hem,Trollhättan,1800000
1749,Klarabergsgatan 12,Villa,          107         ,1900000,2019-09-12,-4,Fastighetsbyrån,107,8,Väster,Hjo,1975000
1750,Villestigen 65,Vinterbonat fritidshus,,2350000,2019-09-12,7,Fastighetsbyrån,73,4,Simsjön,Skövde,2200000
1751,Gamla Trollhättevägen 16,Villa,          30         ,3300000,2019-09-12,-8,Svensk Fastighetsförmedling,80,4,Kungälv,Kungälv,3575000
1752,Sanna 166,Villa,          94         ,2675000,2019-09-12,-4,Fastighetsbyrån,170,7,Hjärtum,Lilla Edet,2775000
1753,Rosmaringången 18,Villa,          125         ,2530000,2019-09-12,23,ERA,125,6,Sörmarken,Borås,2050000
1754,Balkeröd 2,Villa,          110         ,2605000,2019-09-11,-5,Fastighetsbyrån,108,6,Hakenäset,Tjörn,2750000
1755,Kinnagatan 11,Villa,          59         ,1850000,2019-09-11,0,Svensk Fastighetsförmedling,150,5,Svenljunga,Svenljunga,1850000
1756,Sjöliden 1,Villa,          173         ,3500000,2019-09-11,0,Mäklarhuset,113,7,Sjöbo,Borås,3500000
1757,Kilkestensvägen 6,Villa,,2000000,2019-09-11,29,ERA,111,4,Muggebo,Mariestad,1550000
1758,Hagalundsvägen 2,Villa,,4000000,2019-09-10,0,Fastighetsbyrån,145,7,Landvetter,Härryda,4000000
1759,Lindärvagatan 10,Villa,          108         ,3600000,2019-09-10,13,Fastighetsbyrån,110,5,Lidåker,Lidköping,3175000
1760,Östersannum 10,Villa,          43         ,1925000,2019-09-10,-4,Länsförsäkringar Fastighetsförmedling,134,4,Herrljunga,Herrljunga,2000000
1761,Näktergalsgatan 7,Villa,          149         ,1800000,2019-09-10,-14,Svensk Fastighetsförmedling,129,8,Vårgårda,Vårgårda,2100000
1762,Nattviolvägen 2,Villa,,3955000,2019-09-10,-1,Mäklarhuset,123,5,Lindome,Mölndal,4000000
1763,Skaraberg Backåsen 1,Villa,          13         ,1800000,2019-09-10,30,Broberg Mäkleri AB,81,4,Gamla Skaraberg,Skara,1375000
1764,Konvaljstigen 20,Villa,          22         ,2172500,2019-09-09,-5,Fastighetsbyrån,215,6,Ed,Dals-Ed,2275000
1765,Genvägen 4,Villa,          80         ,3595000,2019-09-09,0,Fastighetsbyrån,188,8,Västra Bodarna,Alingsås,3600000
1766,Jula 23,Villa,,2600000,2019-09-09,49,Fastighetsbyrån,123,5,Mariestad,Mariestad,1750000
1767,Gamla Göteborgsvägen 29,Villa,          28         ,3150000,2019-09-09,6,Fastighetsbyrån,156,6,Skene,Mark,2975000
1768,Knorrings gata 7,Villa,          10         ,2550000,2019-09-09,-5,Svensk Fastighetsförmedling,130,4,Vårgårda,Vårgårda,2675000
1769,Horla byväg 4,Villa,,2850000,2019-09-09,3,Svensk Fastighetsförmedling,280,7,Horla,Vårgårda,2775000
1770,Lanna Furulund,Villa,,2631504,2019-09-09,5,SkandiaMäklarna,148,5,Skövde,Skövde,2500000
1771,Murraygatan 5,Villa,          82         ,2100000,2019-09-09,-4,Svensk Fastighetsförmedling,122,5,Tidaholm,Tidaholm,2200000
1772,Rönngatan 3,Villa,,3800000,2019-09-09,23,Svensk Fastighetsförmedling,197,7,Vänersborg,Vänersborg,3100000
1773,Barkvägen 3,Villa,,3200000,2019-09-09,-6,Mäklarhuset,127,5,Erikstorp,Bollebygd,3400000
1774,Grönered Stora Lyckan,Villa,,3500000,2019-09-09,-3,Mäklarhuset,166,6,Mark,Mark,3600000
1775,Egnahemsvägen 23,Villa,          85         ,3000000,2019-09-09,9,Mäklarhuset,117,7,Bollebygd,Bollebygd,2750000
1776,Östra Vallby 161,Gård,,2500000,2019-09-08,11,Fastighetsbyrån,110,4,Nygård,Lilla Edet,2250000
1777,Floragatan 13,Villa,          118         ,3000000,2019-09-08,0,Bostada,135,5,Gamla Staden,Lidköping,3000000
1778,Bolstad prästgård 6,Villa,          118         ,2020000,2019-09-07,1,Fastighetsbyrån,251,8,Bolstad,Mellerud,2000000
1779,Lunnarbergsgatan 35,Villa,          75         ,1995000,2019-09-07,0,Fastighetsbyrån,78,4,Centralt,Lilla Edet,2000000
1780,Södra Röd 201,Villa,          59         ,2550000,2019-09-07,11,Fastighetsbyrån,149,6,Ucklum,Stenungsund,2300000
1781,Högstensgatan 16,Villa,          21         ,3850000,2019-09-07,12,Fastighetsbyrån,123,4,Torslanda,Göteborg,3425000
1782,Jasminvägen 5,Villa,,2450000,2019-09-06,4,Fastighetsbyrån,160,7,Henån,Orust,2350000
1783,Sävekärr 963,Villa,          45         ,3500000,2019-09-06,17,Svensk Fastighetsförmedling,180,5,Loo,Alingsås,3000000
1784,Åkerhög 180,Villa,,3650000,2019-09-06,4,Länsförsäkringar Fastighetsförmedling,142,5,Vedhall,Kungälv,3500000
1785,Bävedalsvägen 3,Villa,          91         ,2615000,2019-09-06,0,Fastighetsbyrån,140,5,Centrum,Uddevalla,2625000
1786,Ekelundsvägen 15,Villa,          81         ,1925000,2019-09-06,10,Fastighetsbyrån,87,4,Vargön,Vänersborg,1750000
1787,Ryggebol Byväg 1B,Villa,          15         ,2100000,2019-09-06,-2,Fastighetsbyrån,70,4,Stenkullen,Lerum,2150000
1788,Kärret 1,Villa,          12         ,3200000,2019-09-06,28,Fastighetsbyrån,142,7,Upphärad,Trollhättan,2500000
1789,Månstigen 3,Villa,          24         ,2650000,2019-09-06,36,Svensk Fastighetsförmedling,181,7,Svenljunga,Svenljunga,1950000
1790,Krokusvägen 20,Villa,          53         ,3210000,2019-09-06,15,ERA,150,6,Dalsjöfors,Borås,2800000
1791,Gyllingstorpsgatan 34,Villa,          80         ,2550000,2019-09-06,11,ERA,80,4,Sjöbo,Borås,2300000
1792,Kornettgatan 2,Villa,          77         ,3600000,2019-09-06,29,Mäklarhuset,151,6,Hestra,Borås,2800000
1793,Falkvägen 6,Villa,          24         ,1975000,2019-09-06,8,Hus & Hem,133,4,Vargön,Vänersborg,1825000
1794,Aspvägen 1,Villa,          117         ,2400000,2019-09-06,-4,ERA,119,5,Lilla Edet,Lilla Edet,2500000
1795,Vitklövervägen 7,Villa,          39         ,2450000,2019-09-06,12,ERA,176,7,Lilla Edet,Lilla Edet,2200000
1796,Fredsgatan 10,Villa,,2950000,2019-09-05,-6,Fastighetsbyrån,140,4,Hjo,Hjo,3150000
1797,Nyhemsgatan 34,Villa,          11         ,2350000,2019-09-05,25,Fastighetsbyrån,115,5,Lidköping,Lidköping,1875000
1798,Vårlöksvägen 3,Villa,,2525000,2019-09-05,6,Fastighetsbyrån,140,6,Ulricehamn,Ulricehamn,2375000
1799,Nickes Väg 32,Bostadsrättsvilla,,2975000,2019-09-05,3,Länsförsäkringar Fastighetsförmedling,107.8,4,Torslanda - Centralt,Göteborg,2900000
1800,Duvesjön 213,Villa,,4000000,2019-09-05,0,Bjurfors,120,4,Kungälv -Duvesjön,Kungälv,4000000
1801,Skavenvägen 2,Villa,          100         ,2520000,2019-09-05,1,Fastighetsbyrån,95,6,Nygård,Lilla Edet,2500000
1802,Sparvvägen 1,Villa,,3100000,2019-09-05,13,Lysekilsmäklarna AB,122,5,Torpet,Lysekil,2750000
1803,Brobacken,Villa,          24         ,2400000,2019-09-05,23,Svensk Fastighetsförmedling,220,5,Floby,Falköping,1950000
1804,Riagatan 4,Villa,,2100000,2019-09-05,6,Svensk Fastighetsförmedling,111,4,Lidköping,Lidköping,1975000
1805,Slåttervägen 2,Villa,          88         ,2840000,2019-09-05,5,Mäklarhuset,88,6,Skee tätort,Strömstad,2700000
1806,Kniparedsvägen 60,Villa,          71         ,3925000,2019-09-05,1,Länsförsäkringar Fastighetsförmedling,127,5,Knipared,Göteborg,3875000
1807,Olstorpsvägen 77,Villa,,3760000,2019-09-04,-3,Fastighetsbyrån,146,8,Gråbo - Olstorp,Lerum,3875000
1808,Dovhjortsvägen 5,Villa,          52         ,2500000,2019-09-04,6,Fastighetsbyrån,159,7,Råda,Lidköping,2350000
1809,Sörbodalsvägen 2,Villa,,2500000,2019-09-04,0,Länsförsäkringar Fastighetsförmedling,248,7,Lundsbrunn,Götene,2500000
1810,Gustorp 1,Villa,          30         ,3495000,2019-09-04,0,Länsförsäkringar Fastighetsförmedling,220,6,Tanum,Tanum,3500000
1811,Norumsgärde 34,Villa,          41         ,3800000,2019-09-04,6,Länsförsäkringar Fastighetsförmedling,128,5,Tuve,Göteborg,3575000
1812,Randhemsvägen 2,Villa,          30         ,1800000,2019-09-04,7,Fastighetsbyrån,120,4,Vargön,Vänersborg,1675000
1813,Rådjursvägen 27,Villa,,3900000,2019-09-04,1,ERA,156,7,Lilla Edet,Lilla Edet,3850000
1814,Döbelnsgatan 1,Villa,          79         ,2500000,2019-09-04,-2,Länsförsäkringar Fastighetsförmedling,168,5,Uddevalla,Uddevalla,2550000
1815,Liljegången 10,Villa,,3080000,2019-09-04,3,ERA,156,7,Nödinge,Ale,3000000
1816,Hällingsjö Kvarnväg 3,Villa,          15         ,2755000,2019-09-04,15,Helins Fastighetsbyrå AB,100,4,Hällingsjö,Härryda,2400000
1817,Halsbäcksvägen 43,Villa,,3800000,2019-09-03,13,Fastighetsbyrån,123,4,Klövedal,Tjörn,3375000
1818,Falkstigen 3,Villa,          127         ,3500000,2019-09-03,9,Fastighetsbyrån,177,7,Klinten,Alingsås,3200000
1819,Solhemsvägen 6A,Villa,          88         ,3850000,2019-09-03,-4,Fastighetsbyrån,88,6,Stenungsund,Stenungsund,4000000
1820,Basteråsvägen 3,Villa,          53         ,1825000,2019-09-03,22,Fastighetsbyrån,119,4,Fritsla,Mark,1500000
1821,General Ericsons väg 10,Villa,          149         ,3860000,2019-09-03,21,Fastighetsbyrån,124,5,Hentorp,Skövde,3200000
1822,Ögärdsvägen 78,Villa,"          67,5         ",1920000,2019-09-03,8,Fastighetsbyrån,127,4,Viskafors,Borås,1775000
1823,Immestad 505,Villa,          70         ,2150000,2019-09-03,44,Lysekilsmäklarna AB,107,6,Lysekil,Lysekil,1500000
1824,Wetterbergs väg 5,Villa,          108         ,3800000,2019-09-03,9,Svensk Fastighetsförmedling,146,7,Östermalm,Skövde,3475000
1825,Dammen 140,Villa,          30         ,3810000,2019-09-03,32,Svensk Fastighetsförmedling,70,4,Nödinge,Ale,2875000
1826,Hagegatan 11,Villa,          98         ,1900000,2019-09-03,-9,Svensk Fastighetsförmedling,138,7,Bengtsfors,Bengtsfors,2100000
1827,Almvägen 3,Villa,          25         ,3800000,2019-09-02,12,Fastighetsbyrån,123,5,Västra Bodarna,Alingsås,3400000
1828,Hålsjövägen 34,Villa,          94         ,2500000,2019-09-02,14,Fastighetsbyrån,111,5,Hyssna,Mark,2200000
1829,Söderbacka Eketorp,Villa,,2200000,2019-09-02,-2,Fastighetsbyrån,171,6,Hyssna,Mark,2250000
1830,Hökatorp Rättarbostaden 1,Villa,          50         ,2575000,2019-09-02,-3,Fastighetsbyrån,155,5,Holmestad,Götene,2650000
1831,Olofsred 3,Villa,          60         ,2100000,2019-09-02,-16,Svensk Fastighetsförmedling,145,6,Hyssna,Mark,2500000
1832,Väktare Carls väg 12,Villa,          103         ,2500000,2019-09-02,11,Fastighetsbyrån,158,6,Ulricehamn,Ulricehamn,2250000
1833,Västra Gröngatan 23 A,Villa,          63         ,2750000,2019-09-02,21,Bostadsbutiken,125,5,Uddevalla,Uddevalla,2275000
1834,Nyponvägen 13,Villa,          33         ,1995000,2019-09-02,19,Länsförsäkringar Fastighetsförmedling,115,6,Tanum,Tanum,1675000
1835,Trollsjövägen 23,Villa,          80         ,3850000,2019-09-02,5,Länsförsäkringar Fastighetsförmedling,160,7,Västra Bodarna,Alingsås,3675000
1836,Hornsgatan 22,Villa,          48         ,3800000,2019-09-02,9,Länsförsäkringar Fastighetsförmedling,117,5,Norrmalm,Borås,3475000
1837,Malmbergavägen 23,Villa,          28         ,2000000,2019-09-02,18,Svensk Fastighetsförmedling,94,5,Viskafors,Borås,1700000
1838,Grinneröd 4,Villa,          109         ,1940000,2019-09-02,2,Gofab Fastighetsbyrå,115,5,Skärhamn,Tjörn,1900000
1839,Skogs haga 1,Villa,          117         ,2700000,2019-09-02,-2,Mäklarhuset,117,8,Kållandsö Otterstad,Lidköping,2750000
1840,Näsvägen  12,Vinterbonat fritidshus,,2350000,2019-09-01,2,Länsförsäkringar Fastighetsförmedling,60,4,Havstenssund,Tanum,2300000
1841,Ryahedsvägen 20,Villa,          70         ,3615000,2019-09-01,10,Svensk Fastighetsförmedling,80,6,Härryda,Härryda,3275000
1842,Stuguåsvägen 33,Villa,          18         ,3750000,2019-09-01,0,Svensk Fastighetsförmedling,132,5,Gunnilse,Göteborg,3750000
1843,Lundby 460,Villa,          38         ,3790000,2019-08-31,-3,Fastighetsbyrån,140,5,Kareby,Kungälv,3900000
1844,Kungsbackavägen 144,Villa,,2200000,2019-08-31,0,Fastighetsbyrån,70,4,Rävekärr,Mölndal,2200000
1845,Ivarslund 115,Villa,,3400000,2019-08-31,-9,Fastighetsbyrån,200,7,Västerlanda,Lilla Edet,3725000
1846,Marias väg 32,Villa,,3325000,2019-08-31,23,Länsförsäkringar Fastighetsförmedling,85,4,Aröd,Kungälv,2700000
1847,Berg Östravägen 11,Villa,          17         ,2800000,2019-08-31,30,Svensk Fastighetsförmedling,107,4,Ström,Lilla Edet,2150000
1848,Lilla Åmot 1,Villa,,1800000,2019-08-30,85,Fastighetsbyrån,137,9,Mellerud,Mellerud,975000
1849,Klippgårdsvägen 14,Villa,          24         ,2200000,2019-08-30,-8,Fastighetsbyrån,75,4,Ingared,Alingsås,2400000
1850,Skebrovägen 4,Villa,          11         ,1875000,2019-08-30,5,Svensk Fastighetsförmedling,145,5,Skene,Mark,1775000
1851,Herregårdsgärdet 36,Ej specificerad villa,          41         ,3200000,2019-08-30,8,Länsförsäkringar Fastighetsförmedling,118,6,Hjällbo,Göteborg,2975000
1852,Dalhemsvägen 4,Villa,,3850000,2019-08-30,3,Länsförsäkringar Fastighetsförmedling,121,5,Skogshöjden,Trollhättan,3750000
1853,Sturegatan 16,Villa,          108         ,2500000,2019-08-30,0,SkandiaMäklarna,109,6,Hjo,Hjo,2500000
1854,Karlslundsgatan 6,Villa,          92         ,1850000,2019-08-30,30,Fastighetsbyrån,92,4,Mösseberg,Falköping,1425000
1855,Villavägen 1,Villa,,3325000,2019-08-30,-2,Fastighetsbyrån,115,6,Sparsör,Borås,3400000
1856,Vallgatan 6,Villa,          47         ,1820000,2019-08-30,22,Länsförsäkringar Fastighetsförmedling,85,5,Vara,Vara,1500000
1857,Gustav Larssons väg 42,Villa,,2780000,2019-08-30,3,Svensk Fastighetsförmedling,113,5,Älvängen,Ale,2700000
1858,Harstigen 6,Villa,          45         ,3550000,2019-08-30,19,Svensk Fastighetsförmedling,135,5,Nol,Ale,2975000
1859,Södergården 406,Villa,,1900000,2019-08-30,13,Svensk Fastighetsförmedling,185,6,Tösse,Åmål,1675000
1860,Tisdagsvägen 1,Villa,          147         ,2700000,2019-08-30,0,Svensk Fastighetsförmedling,112,6,Horred,Mark,2700000
1861,Marieström 132,Villa,,3300000,2019-08-30,50,Mäklarhuset,124,6,Lilla Edet,Lilla Edet,2200000
1862,Skiffervägen 10,Villa,,3990000,2019-08-30,8,Mäklarhuset,163,7,Valås,Mölndal,3700000
1863,Svarvhultsvägen 46,Villa,          110         ,2995000,2019-08-30,0,SkandiaMäklarna,110,4,Sandared,Borås,3000000
1864,Slädvägen 6,Villa,          12         ,2550000,2019-08-30,2,Bjurfors,116,5,Gråbo - Centralt,Lerum,2500000
1865,Svanvik 175,Villa,,2250000,2019-08-30,-10,Gofab Fastighetsbyrå,133,4,Svanvik,Orust,2500000
1866,Karl Johansvägen 2,Villa,          210         ,2600000,2019-08-30,-13,Broberg Mäkleri AB,332,5,Norra Härene,Lidköping,3000000
1867,Stora Ängstigen 3,Villa,,3475000,2019-08-29,0,Fastighetsbyrån,60,4,Skaftö,Lysekil,3475000
1868,Ekhammar Källarlyckan 2,Villa,          7         ,2350000,2019-08-29,58,Fastighetsbyrån,102,4,Grevbäck,Hjo,1475000
1869,Vagnvägen 4,Villa,          12         ,2175000,2019-08-29,10,Fastighetsbyrån,112,5,Gråbo,Lerum,1975000
1870,Skäggstorp 120,Villa,          43         ,2240000,2019-08-29,-3,SkandiaMäklarna,51,4,Kode,Kungälv,2300000
1871,Bergdalsgatan 15,Villa,          60         ,3400000,2019-08-29,5,Fastighetsbyrån,131,5,Bergdalen,Borås,3250000
1872,Backen 185,Villa,,2950000,2019-08-29,7,Svensk Fastighetsförmedling,159,5,Skepplanda,Ale,2750000
1873,Ekedalsgatan 6,Villa,          110         ,2280000,2019-08-29,4,Svensk Fastighetsförmedling,110,4,Ljunghed,Lidköping,2200000
1874,Slättgatan 6,Villa,          92         ,2650000,2019-08-29,-2,Svensk Fastighetsförmedling,104,5,SKENE,Mark,2700000
1875,Krabbvägen 11,Vinterbonat fritidshus,          5         ,3300000,2019-08-29,-6,Svensk Fastighetsförmedling,45,4,Grönemad,Tanum,3500000
1876,Borragatan 19,Villa,,3650000,2019-08-29,5,Svensk Fastighetsförmedling,143,4,Ingared,Alingsås,3475000
1877,Väktare Carls väg 14,Villa,          164         ,3100000,2019-08-29,19,Länsförsäkringar Fastighetsförmedling,114,7,Ulricehamn,Ulricehamn,2600000
1878,Petersburg Glädshall 1,Villa,          68         ,2300000,2019-08-29,18,Broberg Mäkleri AB,119,5,Petersburg,Skara,1950000
1879,Viskarhultsvägen 67D,Villa,,2425000,2019-08-29,1,Mäklarhuset,127,6,Viskafors,Borås,2400000
1880,Vasagatan 9A,Villa,          67         ,2800000,2019-08-28,44,Fastighetsbyrån,146,5,Kyrkerör,Falköping,1950000
1881,Ångloksgatan 1,Villa,          56         ,2250000,2019-08-28,29,Fastighetsbyrån,128,6,Nedre Mösseberg,Falköping,1750000
1882,Tranbärsvägen 2,Villa,          26         ,2675000,2019-08-28,3,Fastighetsbyrån,107,5,Ljungskile,Uddevalla,2600000
1883,Borgmästarevägen 4,Villa,          80         ,3270000,2019-08-28,11,Svensk Fastighetsförmedling,140,6,Stockslycke,Alingsås,2950000
1884,Kompassgatan 10,Villa,          145         ,2600000,2019-08-28,33,Lisenstedt Fastighetsförmedling AB,115,6,Mariedal,Vänersborg,1950000
1885,Stora Risby 530,Villa,          53         ,3000000,2019-08-28,0,ERA,62,4,Hålta,Kungälv,3000000
1886,Gärdesvägen 22,Villa,          91         ,2830000,2019-08-28,11,Mäklarhuset,91,4,Råda,Lidköping,2550000
1887,Herkulesgatan 8,Villa,          132         ,1850000,2019-08-28,3,Mäklarhuset,106,6,Kvänum,Vara,1800000
1888,Boet 545,Villa,          40         ,2735000,2019-08-28,-2,ERA,132,6,Hålanda,Ale,2800000
1889,Institutsgatan 33,Villa,          56         ,3000000,2019-08-28,0,BostadsForm,98,4,Lundby,Göteborg,3000000
1890,Rättaregårdsvägen 3,Villa,          54         ,1800000,2019-08-27,0,Fastighetsbyrån,108,5,Sjövik,Lerum,1800000
1891,Gäddhult Näset,Villa,          99         ,3000000,2019-08-27,0,Fastighetsbyrån,99,5,Hällingsjö,Mark,3000000
1892,Bestorpsgatan 48,Villa,          110         ,1960000,2019-08-27,35,Fastighetsbyrån,110,4,Mösseberg,Falköping,1450000
1893,Bolmörtsvägen 8,Villa,          24         ,3650000,2019-08-27,3,Bratting Mäklarbyrå,106,4,Dälderna,Skövde,3550000
1894,Lekstorpsvägen 22C,Villa,,2300000,2019-08-27,10,Fastighetsbyrån,109,4,Gråbo,Lerum,2100000
1895,Vings Tomta 211,Gård,          21         ,2360000,2019-08-27,21,Svensk Fastighetsförmedling,100,5,Hökerum,Ulricehamn,1950000
1896,Ekvägen 9,Villa,          112         ,2560000,2019-08-27,14,Fastighetsbyrån,112,6,Fristad,Borås,2250000
1897,Svanvik 13,Villa,,1800000,2019-08-27,6,Bjurfors,85,4,Varekil,Orust,1700000
1898,Källhagsgatan 24,Villa,          115         ,1840000,2019-08-27,8,Svensk Fastighetsförmedling,95,6,Borås,Borås,1700000
1899,Rådjursvägen 7,Villa,          136         ,3350000,2019-08-27,23,ERA,107,6,Gånghester,Borås,2725000
1900,Regeringsgatan 9,Villa,          94         ,3000000,2019-08-27,0,SkandiaMäklarna,146,6,Hjo,Hjo,3000000
1901,Garverivägen 21,Villa,          76         ,2610000,2019-08-26,14,Fastighetsbyrån,76,4,Hällingsjö,Härryda,2300000
1902,Nävervägen 3,Villa,,3125000,2019-08-26,0,Fastighetsbyrån,119.1,4,Källby,Götene,3125000
1903,Källvägen 15,Villa,          4         ,3800000,2019-08-26,-1,Fastighetsbyrån,111,5,Landvetter,Härryda,3850000
1904,Risbacka södra 5,Villa,          70         ,3000000,2019-08-26,7,Fastighetsbyrån,73,4,Härryda,Härryda,2800000
1905,Timmele Nyhem 120,Villa,          55         ,2000000,2019-08-26,34,Länsförsäkringar Fastighetsförmedling,100,6,Timmele,Ulricehamn,1500000
1906,Såggatan 11,Villa,          65         ,2800000,2019-08-26,7,Svensk Fastighetsförmedling,159,5,Centrum,Karlsborg,2625000
1907,Skickeröd Västbacka 4,Villa,,3800000,2019-08-26,-10,Länsförsäkringar Fastighetsförmedling,184,7,Grebbestad,Tanum,4225000
1908,Enevägen 2,Villa,          133         ,3000000,2019-08-26,25,ERA,134,5,Sjömarken,Borås,2400000
1909,Knaptorp 230,Villa,          20         ,3700000,2019-08-26,14,ERA,141,5,Älvängen,Ale,3250000
1910,Röe 505,Vinterbonat fritidshus,          50         ,2650000,2019-08-25,7,Fastighetsbyrån,80,4,Härnäset,Lysekil,2475000
1911,Ekarnas väg 40,Villa,          48         ,3000000,2019-08-25,-6,Svensk Fastighetsförmedling,152,6,Sjövik,Lerum,3200000
1912,Babordsstigen 8,Villa,,3100000,2019-08-24,5,Fastighetsbyrån,78,4,Simsjön,Skövde,2950000
1913,Ekvägen 8,Villa,          49         ,3500000,2019-08-24,8,Fastighetsbyrån,148,6,Sjömarken,Borås,3250000
1914,Diamantvägen 54,Villa,,3820000,2019-08-24,17,ERA,155,6,Kode,Kungälv,3275000
1915,Fabriksgatan 19,Villa,          100         ,2660000,2019-08-23,67,Fastighetsbyrån,200,9,Centrum,Hjo,1600000
1916,Björnbärsvägen 30,Villa,          108         ,3525000,2019-08-23,12,SkandiaMäklarna,189,6,Sparsör,Borås,3150000
1917,Hedekasvägen 43,Villa,          150         ,1765000,2019-08-23,-2,Fastighetsbyrån,250,7,Färgelanda,Färgelanda,1800000
1918,Spånslätt Skepparevägen 15,Villa,          96         ,2850000,2019-08-23,-5,Fastighetsbyrån,174,7,Gerlesborg,Tanum,3000000
1919,Gråhälla 6,Villa,          32         ,3900000,2019-08-23,0,Mäklarhuset,80,5,Tanum,Tanum,3900000
1920,Monvägen 108,Villa,          63         ,3200000,2019-08-23,2,Mäklarhuset,132,6,Gråbo,Lerum,3125000
1921,Gamla Hörhagevägen 1,Villa,,2400000,2019-08-23,5,Länsförsäkringar Fastighetsförmedling,88,4,Landvetter,Härryda,2275000
1922,Sparvvägen 15,Villa,          36         ,3975000,2019-08-22,0,Fastighetsbyrån,110,4,Lerum,Lerum,3975000
1923,Viktoriagatan 21A,Villa,          21         ,4000000,2019-08-22,1,Fastighetsbyrån,143,5,Sörhaga,Alingsås,3950000
1924,Kölnåsgatan 47,Ej specificerad villa,          59         ,3875000,2019-08-22,3,Fastighetsbyrån,63,5,Jättesten,Göteborg,3750000
1925,Stationsvägen 10,Villa,          80         ,2950000,2019-08-22,2,Fastighetsbyrån,196,6,Hogstorp,Uddevalla,2900000
1926,Fållornavägen 21,Villa,          3         ,1825000,2019-08-22,0,Fastighetsbyrån,128,5,Ulricehamn,Ulricehamn,1825000
1927,Furulundsvägen 2,Villa,          38         ,2620000,2019-08-22,5,Fastighetsbyrån,142,5,Skene/Haby,Mark,2500000
1928,Knipen 150,Villa,,2725000,2019-08-22,45,Bostadsbutiken,110,4,Resteröd,Uddevalla,1875000
1929,Hagarnevägen 25,Villa,          64         ,2500000,2019-08-22,0,Fastighetsbyrån,104,6,Centrum,Uddevalla,2500000
1930,Kåtorp 8,Villa,          63         ,2000000,2019-08-22,25,Bjurfors,67,5,Kållekärr,Tjörn,1600000
1931,Hammarhöjden 650,Villa,,2650000,2019-08-22,6,Svensk Fastighetsförmedling,68,4,Kode,Kungälv,2500000
1932,Hagen 14,Vinterbonat fritidshus,,3500000,2019-08-22,0,Mäklarhuset,61,4,Sydkoster,Strömstad,3500000
1933,Ålyckegatan 1,Villa,,2700000,2019-08-22,20,Mäklarhuset,170,5,Ljunghed,Lidköping,2250000
